@__cxa_finalize,@__cxa_finalize
@__do_global_dtors_aux,@__cxa_finalize
@__do_global_dtors_aux,@deregister_tm_clones
@_start,@__libc_start_main
@_start,@intrinsic:hlt
@_start,@deregister_tm_clones
@frame_dummy,@register_tm_clones
@fun,@sub_112d
@main,@sub_1138
@sub_1138,@fun
